#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Final Ice Shape DATA SUBMITTAL FORM for Test Case NACA0012_AE3933, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 4.0 deg
#                           Mach Number: 0.3127 [-]
#       Mean aerodynamic chord (M.A.C.): 0.5334 [m]
#                       Reynolds Number: 3.8947 million (based on MAC)
#                       Freestream Temp: 270.95 [K]
#                        Reference area: 0.97548 [m2]
#               Moment Reference Center: 0.13335, 0, 0 [m] (X, Y, Z)
#
#    ICING CONDITIONS:
#                           Icing Time: 420 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20 [μm]
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "insert the number of total ice layers"
                                              
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p9144_BINS01_KS_0p5334mm_SINGLE_LAYER"
0.06312 0.91440 0.03117 
0.06696 0.91440 0.03144 
0.07080 0.91440 0.03167 
0.07465 0.91440 0.03187 
0.07849 0.91440 0.03203 
0.08234 0.91440 0.03217 
0.08618 0.91440 0.03228 
0.09003 0.91440 0.03235 
0.09374 0.91440 0.03241 
0.09763 0.91440 0.03244 
0.10172 0.91440 0.03244 
0.10601 0.91440 0.03242 
0.11052 0.91440 0.03237 
0.11525 0.91440 0.03228 
0.12022 0.91440 0.03217 
0.12544 0.91440 0.03201 
0.13091 0.91440 0.03181 
0.13666 0.91440 0.03156 
0.14269 0.91440 0.03127 
0.14903 0.91440 0.03092 
0.15567 0.91440 0.03051 
0.16265 0.91440 0.03004 
0.16997 0.91440 0.02950 
0.17766 0.91440 0.02889 
0.18572 0.91440 0.02820 
0.19400 0.91440 0.02745 
0.20227 0.91440 0.02665 
0.21054 0.91440 0.02580 
0.21880 0.91440 0.02492 
0.22706 0.91440 0.02400 
0.23531 0.91440 0.02304 
0.24356 0.91440 0.02204 
0.25180 0.91440 0.02102 
0.26005 0.91440 0.01996 
0.26828 0.91440 0.01888 
0.27652 0.91440 0.01776 
0.28475 0.91440 0.01662 
0.29297 0.91440 0.01545 
0.30120 0.91440 0.01426 
0.30942 0.91440 0.01305 
0.31763 0.91440 0.01181 
0.32585 0.91440 0.01056 
0.33406 0.91440 0.00928 
0.34227 0.91440 0.00798 
0.35047 0.91440 0.00666 
0.35867 0.91440 0.00533 
0.36687 0.91440 0.00397 
0.37506 0.91440 0.00260 
0.38326 0.91440 0.00121 
0.39144 0.91440 -0.00020 
0.39963 0.91440 -0.00162 
0.40781 0.91440 -0.00306 
0.41599 0.91440 -0.00452 
0.42417 0.91440 -0.00600 
0.43235 0.91440 -0.00749 
0.44052 0.91440 -0.00900 
0.44868 0.91440 -0.01052 
0.45685 0.91440 -0.01206 
0.46501 0.91440 -0.01362 
0.47317 0.91440 -0.01520 
0.48132 0.91440 -0.01679 
0.48947 0.91440 -0.01840 
0.49762 0.91440 -0.02003 
0.50577 0.91440 -0.02168 
0.51391 0.91440 -0.02335 
0.52131 0.91440 -0.02489 
0.52594 0.91440 -0.02586 
0.52883 0.91440 -0.02646 
0.53064 0.91440 -0.02685 
0.53177 0.91440 -0.02709 
0.53247 0.91440 -0.02724 
0.53246 0.91440 -0.02746 
0.53244 0.91440 -0.02768 
0.53243 0.91440 -0.02791 

ZONE T="SLICE_Y_0p9144_BINS03_KS_0p5334mm_SINGLE_LAYER"
0.53243 0.91440 -0.02791 
0.53241 0.91440 -0.02813 
0.53239 0.91440 -0.02835 
0.53238 0.91440 -0.02858 
0.53166 0.91440 -0.02863 
0.53051 0.91440 -0.02871 
0.52867 0.91440 -0.02883 
0.52572 0.91440 -0.02903 
0.52100 0.91440 -0.02935 
0.51345 0.91440 -0.02984 
0.50524 0.91440 -0.03035 
0.49702 0.91440 -0.03085 
0.48880 0.91440 -0.03133 
0.48058 0.91440 -0.03179 
0.47236 0.91440 -0.03223 
0.46413 0.91440 -0.03265 
0.45591 0.91440 -0.03305 
0.44769 0.91440 -0.03344 
0.43946 0.91440 -0.03381 
0.43124 0.91440 -0.03417 
0.42301 0.91440 -0.03450 
0.41478 0.91440 -0.03482 
0.40656 0.91440 -0.03513 
0.39833 0.91440 -0.03542 
0.39010 0.91440 -0.03569 
0.38187 0.91440 -0.03594 
0.37364 0.91440 -0.03618 
0.36541 0.91440 -0.03640 
0.35718 0.91440 -0.03660 
0.34895 0.91440 -0.03678 
0.34072 0.91440 -0.03695 
0.33249 0.91440 -0.03709 
0.32425 0.91440 -0.03722 
0.31602 0.91440 -0.03733 
0.30779 0.91440 -0.03741 
0.29956 0.91440 -0.03747 
0.29132 0.91440 -0.03751 
0.28309 0.91440 -0.03753 
0.27486 0.91440 -0.03752 
0.26662 0.91440 -0.03749 
0.25839 0.91440 -0.03742 
0.25016 0.91440 -0.03733 
0.24193 0.91440 -0.03721 
0.23369 0.91440 -0.03706 
0.22546 0.91440 -0.03687 
0.21723 0.91440 -0.03665 
0.20900 0.91440 -0.03639 
0.20078 0.91440 -0.03609 
0.19255 0.91440 -0.03576 
0.18433 0.91440 -0.03537 
0.17610 0.91440 -0.03494 
0.16820 0.91440 -0.03448 
0.16067 0.91440 -0.03400 
0.15350 0.91440 -0.03349 
0.14668 0.91440 -0.03297 
0.14019 0.91440 -0.03243 
0.13400 0.91440 -0.03188 
0.12812 0.91440 -0.03132 
0.12252 0.91440 -0.03075 
0.11719 0.91440 -0.03017 
0.11212 0.91440 -0.02959 
0.10726 0.91440 -0.02922 
0.10263 0.91440 -0.02890 
0.09825 0.91440 -0.02839 
0.09407 0.91440 -0.02788 
0.09010 0.91440 -0.02737 
0.08632 0.91440 -0.02687 
0.08248 0.91440 -0.02634 
0.07865 0.91440 -0.02578 
0.07481 0.91440 -0.02520 
0.07098 0.91440 -0.02460 
0.06716 0.91440 -0.02397 
0.06333 0.91440 -0.02331 
0.05951 0.91440 -0.02260 
0.05535 0.91440 -0.02339 
0.05075 0.91440 -0.02585 
0.04638 0.91440 -0.02699 
0.04247 0.91440 -0.02619 
0.03860 0.91440 -0.02516 
0.03474 0.91440 -0.02403 
0.03090 0.91440 -0.02281 
0.02706 0.91440 -0.02149 
0.02324 0.91440 -0.02001 
0.01946 0.91440 -0.01836 
0.01572 0.91440 -0.01650 
0.01205 0.91440 -0.01437 
0.00846 0.91440 -0.01193 
0.00501 0.91440 -0.00909 
0.00172 0.91440 -0.00584 
-0.00080 0.91440 -0.00260 
-0.00275 0.91440 0.00041 
-0.00489 0.91440 0.00315 
-0.00723 0.91440 0.00616 
-0.00921 0.91440 0.00997 
-0.01031 0.91440 0.01455 
-0.01099 0.91440 0.02000 
-0.01018 0.91440 0.02581 
-0.00427 0.91440 0.02715 
0.00395 0.91440 0.02371 
0.01019 0.91440 0.02129 
0.01410 0.91440 0.02208 
0.01771 0.91440 0.02342 
0.02138 0.91440 0.02458 
0.02509 0.91440 0.02559 
0.02883 0.91440 0.02649 
0.03260 0.91440 0.02728 
0.03638 0.91440 0.02798 
0.04018 0.91440 0.02861 
0.04399 0.91440 0.02917 
0.04780 0.91440 0.02967 
0.05163 0.91440 0.03012 
0.05545 0.91440 0.03052 
0.05929 0.91440 0.03087 
0.06312 0.91440 0.03117 
0.06696 0.91440 0.03144 
0.07080 0.91440 0.03167 
0.07465 0.91440 0.03187 
0.07849 0.91440 0.03203 
0.08234 0.91440 0.03217 
0.08618 0.91440 0.03228 
0.09003 0.91440 0.03235 
0.09374 0.91440 0.03241 
0.09763 0.91440 0.03244 
0.10172 0.91440 0.03244 
0.10601 0.91440 0.03242 
0.11052 0.91440 0.03237 
0.11525 0.91440 0.03228 
0.12022 0.91440 0.03217 
0.12544 0.91440 0.03201 
0.13091 0.91440 0.03181 
0.13666 0.91440 0.03156 
0.14269 0.91440 0.03127 
0.14903 0.91440 0.03092 
0.15567 0.91440 0.03051 
0.16265 0.91440 0.03004 
0.16997 0.91440 0.02950 
0.17766 0.91440 0.02889 
0.18572 0.91440 0.02820 
0.19400 0.91440 0.02745 
0.20227 0.91440 0.02665 
0.21054 0.91440 0.02580 
0.21880 0.91440 0.02492 
0.22706 0.91440 0.02400 
0.23531 0.91440 0.02304 
0.24356 0.91440 0.02204 
0.25180 0.91440 0.02102 
0.26005 0.91440 0.01996 
0.26828 0.91440 0.01888 
0.27652 0.91440 0.01776 
0.28475 0.91440 0.01662 
0.29297 0.91440 0.01545 
0.30120 0.91440 0.01426 
0.30942 0.91440 0.01305 
0.31763 0.91440 0.01181 
0.32585 0.91440 0.01056 
0.33406 0.91440 0.00928 
0.34227 0.91440 0.00798 
0.35047 0.91440 0.00666 
0.35867 0.91440 0.00533 
0.36687 0.91440 0.00397 
0.37506 0.91440 0.00260 
0.38326 0.91440 0.00121 
0.39144 0.91440 -0.00020 
0.39963 0.91440 -0.00162 
0.40781 0.91440 -0.00306 
0.41599 0.91440 -0.00452 
0.42417 0.91440 -0.00600 
0.43235 0.91440 -0.00749 
0.44052 0.91440 -0.00900 
0.44868 0.91440 -0.01052 
0.45685 0.91440 -0.01206 
0.46501 0.91440 -0.01362 
0.47317 0.91440 -0.01520 
0.48132 0.91440 -0.01679 
0.48947 0.91440 -0.01840 
0.49762 0.91440 -0.02003 
0.50577 0.91440 -0.02168 
0.51391 0.91440 -0.02335 
0.52131 0.91440 -0.02489 
0.52594 0.91440 -0.02586 
0.52883 0.91440 -0.02646 
0.53064 0.91440 -0.02685 
0.53177 0.91440 -0.02709 
0.53247 0.91440 -0.02724 
0.53246 0.91440 -0.02746 
0.53244 0.91440 -0.02768 
0.53243 0.91440 -0.02791 

ZONE T="SLICE_Y_0p9144_BINS07_KS_0p5334mm_SINGLE_LAYER"
0.53243 0.91440 -0.02791 
0.53241 0.91440 -0.02813 
0.53239 0.91440 -0.02835 
0.53238 0.91440 -0.02858 
0.53166 0.91440 -0.02863 
0.53051 0.91440 -0.02871 
0.52867 0.91440 -0.02883 
0.52572 0.91440 -0.02903 
0.52100 0.91440 -0.02935 
0.51345 0.91440 -0.02984 
0.50524 0.91440 -0.03035 
0.49702 0.91440 -0.03085 
0.48880 0.91440 -0.03133 
0.48058 0.91440 -0.03179 
0.47236 0.91440 -0.03223 
0.46413 0.91440 -0.03265 
0.45591 0.91440 -0.03305 
0.44769 0.91440 -0.03344 
0.43946 0.91440 -0.03381 
0.43124 0.91440 -0.03417 
0.42301 0.91440 -0.03450 
0.41478 0.91440 -0.03482 
0.40656 0.91440 -0.03513 
0.39833 0.91440 -0.03542 
0.39010 0.91440 -0.03569 
0.38187 0.91440 -0.03594 
0.37364 0.91440 -0.03618 
0.36541 0.91440 -0.03640 
0.35718 0.91440 -0.03660 
0.34895 0.91440 -0.03678 
0.34072 0.91440 -0.03695 
0.33249 0.91440 -0.03709 
0.32425 0.91440 -0.03722 
0.31602 0.91440 -0.03733 
0.30779 0.91440 -0.03741 
0.29956 0.91440 -0.03747 
0.29132 0.91440 -0.03751 
0.28309 0.91440 -0.03753 
0.27486 0.91440 -0.03752 
0.26662 0.91440 -0.03749 
0.25839 0.91440 -0.03742 
0.25016 0.91440 -0.03733 
0.24193 0.91440 -0.03721 
0.23369 0.91440 -0.03706 
0.22546 0.91440 -0.03687 
0.21723 0.91440 -0.03665 
0.20900 0.91440 -0.03639 
0.20078 0.91440 -0.03609 
0.19255 0.91440 -0.03576 
0.18433 0.91440 -0.03537 
0.17610 0.91440 -0.03494 
0.16820 0.91440 -0.03448 
0.16067 0.91440 -0.03400 
0.15350 0.91440 -0.03349 
0.14668 0.91440 -0.03297 
0.14019 0.91440 -0.03243 
0.13400 0.91440 -0.03188 
0.12812 0.91440 -0.03132 
0.12252 0.91440 -0.03075 
0.11719 0.91440 -0.03017 
0.11212 0.91440 -0.02959 
0.10726 0.91440 -0.02922 
0.10263 0.91440 -0.02889 
0.09825 0.91440 -0.02838 
0.09408 0.91440 -0.02786 
0.09010 0.91440 -0.02735 
0.08632 0.91440 -0.02688 
0.08247 0.91440 -0.02640 
0.07863 0.91440 -0.02590 
0.07478 0.91440 -0.02539 
0.07094 0.91440 -0.02485 
0.06709 0.91440 -0.02430 
0.06325 0.91440 -0.02372 
0.05940 0.91440 -0.02311 
0.05543 0.91440 -0.02305 
0.05094 0.91440 -0.02505 
0.04648 0.91440 -0.02660 
0.04256 0.91440 -0.02586 
0.03870 0.91440 -0.02482 
0.03485 0.91440 -0.02368 
0.03101 0.91440 -0.02245 
0.02719 0.91440 -0.02112 
0.02339 0.91440 -0.01963 
0.01962 0.91440 -0.01798 
0.01589 0.91440 -0.01613 
0.01221 0.91440 -0.01404 
0.00863 0.91440 -0.01163 
0.00519 0.91440 -0.00882 
0.00192 0.91440 -0.00561 
-0.00060 0.91440 -0.00243 
-0.00254 0.91440 0.00054 
-0.00466 0.91440 0.00324 
-0.00696 0.91440 0.00620 
-0.00889 0.91440 0.00994 
-0.00998 0.91440 0.01444 
-0.01063 0.91440 0.01980 
-0.00972 0.91440 0.02542 
-0.00376 0.91440 0.02656 
0.00402 0.91440 0.02360 
0.01003 0.91440 0.02161 
0.01410 0.91440 0.02208 
0.01771 0.91440 0.02342 
0.02138 0.91440 0.02458 
0.02509 0.91440 0.02559 
0.02883 0.91440 0.02649 
0.03260 0.91440 0.02728 
0.03638 0.91440 0.02798 
0.04018 0.91440 0.02861 
0.04399 0.91440 0.02917 
0.04780 0.91440 0.02967 
0.05163 0.91440 0.03012 
0.05545 0.91440 0.03052 
0.05929 0.91440 0.03087 
0.06312 0.91440 0.03117 
0.06696 0.91440 0.03144 
0.07080 0.91440 0.03167 
0.07465 0.91440 0.03187 
0.07849 0.91440 0.03203 
0.08234 0.91440 0.03217 
0.08618 0.91440 0.03228 
0.09003 0.91440 0.03235 
0.09374 0.91440 0.03241 
0.09763 0.91440 0.03244 
0.10172 0.91440 0.03244 
0.10601 0.91440 0.03242 
0.11052 0.91440 0.03237 
0.11525 0.91440 0.03228 
0.12022 0.91440 0.03217 
0.12544 0.91440 0.03201 
0.13091 0.91440 0.03181 
0.13666 0.91440 0.03156 
0.14269 0.91440 0.03127 
0.14903 0.91440 0.03092 
0.15567 0.91440 0.03051 
0.16265 0.91440 0.03004 
0.16997 0.91440 0.02950 
0.17766 0.91440 0.02889 
0.18572 0.91440 0.02820 
0.19400 0.91440 0.02745 
0.20227 0.91440 0.02665 
0.21054 0.91440 0.02580 
0.21880 0.91440 0.02492 
0.22706 0.91440 0.02400 
0.23531 0.91440 0.02304 
0.24356 0.91440 0.02204 
0.25180 0.91440 0.02102 
0.26005 0.91440 0.01996 
0.26828 0.91440 0.01888 
0.27652 0.91440 0.01776 
0.28475 0.91440 0.01662 
0.29297 0.91440 0.01545 
0.30120 0.91440 0.01426 
0.30942 0.91440 0.01305 
0.31763 0.91440 0.01181 
0.32585 0.91440 0.01056 
0.33406 0.91440 0.00928 
0.34227 0.91440 0.00798 
0.35047 0.91440 0.00666 
0.35867 0.91440 0.00533 
0.36687 0.91440 0.00397 
0.37506 0.91440 0.00260 
0.38326 0.91440 0.00121 
0.39144 0.91440 -0.00020 
0.39963 0.91440 -0.00162 
0.40781 0.91440 -0.00306 
0.41599 0.91440 -0.00452 
0.42417 0.91440 -0.00600 
0.43235 0.91440 -0.00749 
0.44052 0.91440 -0.00900 
0.44868 0.91440 -0.01052 
0.45685 0.91440 -0.01206 
0.46501 0.91440 -0.01362 
0.47317 0.91440 -0.01520 
0.48132 0.91440 -0.01679 
0.48947 0.91440 -0.01840 
0.49762 0.91440 -0.02003 
0.50577 0.91440 -0.02168 
0.51391 0.91440 -0.02335 
0.52131 0.91440 -0.02489 
0.52594 0.91440 -0.02586 
0.52883 0.91440 -0.02646 
0.53064 0.91440 -0.02685 
0.53177 0.91440 -0.02709 
0.53247 0.91440 -0.02724 
0.53246 0.91440 -0.02746 
0.53244 0.91440 -0.02768 
0.53243 0.91440 -0.02791 

ZONE T="SLICE_Y_0p9144_BINS15_KS_0p5334mm_SINGLE_LAYER"
0.53243 0.91440 -0.02791 
0.53241 0.91440 -0.02813 
0.53239 0.91440 -0.02835 
0.53238 0.91440 -0.02858 
0.53166 0.91440 -0.02863 
0.53051 0.91440 -0.02871 
0.52867 0.91440 -0.02883 
0.52572 0.91440 -0.02903 
0.52100 0.91440 -0.02935 
0.51345 0.91440 -0.02984 
0.50524 0.91440 -0.03035 
0.49702 0.91440 -0.03085 
0.48880 0.91440 -0.03133 
0.48058 0.91440 -0.03179 
0.47236 0.91440 -0.03223 
0.46413 0.91440 -0.03265 
0.45591 0.91440 -0.03305 
0.44769 0.91440 -0.03344 
0.43946 0.91440 -0.03381 
0.43124 0.91440 -0.03417 
0.42301 0.91440 -0.03450 
0.41478 0.91440 -0.03482 
0.40656 0.91440 -0.03513 
0.39833 0.91440 -0.03542 
0.39010 0.91440 -0.03569 
0.38187 0.91440 -0.03594 
0.37364 0.91440 -0.03618 
0.36541 0.91440 -0.03640 
0.35718 0.91440 -0.03660 
0.34895 0.91440 -0.03678 
0.34072 0.91440 -0.03695 
0.33249 0.91440 -0.03709 
0.32425 0.91440 -0.03722 
0.31602 0.91440 -0.03733 
0.30779 0.91440 -0.03741 
0.29956 0.91440 -0.03747 
0.29132 0.91440 -0.03751 
0.28309 0.91440 -0.03753 
0.27486 0.91440 -0.03752 
0.26662 0.91440 -0.03749 
0.25839 0.91440 -0.03742 
0.25016 0.91440 -0.03733 
0.24193 0.91440 -0.03721 
0.23369 0.91440 -0.03706 
0.22546 0.91440 -0.03687 
0.21723 0.91440 -0.03665 
0.20900 0.91440 -0.03639 
0.20078 0.91440 -0.03609 
0.19255 0.91440 -0.03576 
0.18433 0.91440 -0.03537 
0.17610 0.91440 -0.03494 
0.16820 0.91440 -0.03448 
0.16067 0.91440 -0.03400 
0.15350 0.91440 -0.03349 
0.14668 0.91440 -0.03297 
0.14019 0.91440 -0.03243 
0.13400 0.91440 -0.03188 
0.12812 0.91440 -0.03132 
0.12252 0.91440 -0.03075 
0.11719 0.91440 -0.03017 
0.11212 0.91440 -0.02959 
0.10726 0.91440 -0.02922 
0.10263 0.91440 -0.02889 
0.09825 0.91440 -0.02839 
0.09407 0.91440 -0.02790 
0.09009 0.91440 -0.02741 
0.08631 0.91440 -0.02693 
0.08247 0.91440 -0.02643 
0.07862 0.91440 -0.02592 
0.07478 0.91440 -0.02539 
0.07094 0.91440 -0.02483 
0.06710 0.91440 -0.02427 
0.06325 0.91440 -0.02370 
0.05940 0.91440 -0.02311 
0.05546 0.91440 -0.02292 
0.05097 0.91440 -0.02491 
0.04649 0.91440 -0.02658 
0.04256 0.91440 -0.02586 
0.03870 0.91440 -0.02481 
0.03485 0.91440 -0.02368 
0.03101 0.91440 -0.02245 
0.02719 0.91440 -0.02111 
0.02339 0.91440 -0.01963 
0.01962 0.91440 -0.01798 
0.01589 0.91440 -0.01613 
0.01222 0.91440 -0.01404 
0.00864 0.91440 -0.01163 
0.00520 0.91440 -0.00882 
0.00192 0.91440 -0.00561 
-0.00060 0.91440 -0.00243 
-0.00254 0.91440 0.00055 
-0.00465 0.91440 0.00324 
-0.00696 0.91440 0.00620 
-0.00889 0.91440 0.00994 
-0.00997 0.91440 0.01444 
-0.01063 0.91440 0.01980 
-0.00971 0.91440 0.02541 
-0.00371 0.91440 0.02650 
0.00403 0.91440 0.02359 
0.00976 0.91440 0.02217 
0.01385 0.91440 0.02270 
0.01771 0.91440 0.02342 
0.02138 0.91440 0.02458 
0.02509 0.91440 0.02559 
0.02883 0.91440 0.02649 
0.03260 0.91440 0.02728 
0.03638 0.91440 0.02798 
0.04018 0.91440 0.02861 
0.04399 0.91440 0.02917 
0.04780 0.91440 0.02967 
0.05163 0.91440 0.03012 
0.05545 0.91440 0.03052 
0.05929 0.91440 0.03087 
0.06312 0.91440 0.03117 
0.06696 0.91440 0.03144 
0.07080 0.91440 0.03167 
0.07465 0.91440 0.03187 
0.07849 0.91440 0.03203 
0.08234 0.91440 0.03217 
0.08618 0.91440 0.03228 
0.09003 0.91440 0.03235 
0.09374 0.91440 0.03241 
0.09763 0.91440 0.03244 
0.10172 0.91440 0.03244 
0.10601 0.91440 0.03242 
0.11052 0.91440 0.03237 
0.11525 0.91440 0.03228 
0.12022 0.91440 0.03217 
0.12544 0.91440 0.03201 
0.13091 0.91440 0.03181 
0.13666 0.91440 0.03156 
0.14269 0.91440 0.03127 
0.14903 0.91440 0.03092 
0.15567 0.91440 0.03051 
0.16265 0.91440 0.03004 
0.16997 0.91440 0.02950 
0.17766 0.91440 0.02889 
0.18572 0.91440 0.02820 
0.19400 0.91440 0.02745 
0.20227 0.91440 0.02665 
0.21054 0.91440 0.02580 
0.21880 0.91440 0.02492 
0.22706 0.91440 0.02400 
0.23531 0.91440 0.02304 
0.24356 0.91440 0.02204 
0.25180 0.91440 0.02102 
0.26005 0.91440 0.01996 
0.26828 0.91440 0.01888 
0.27652 0.91440 0.01776 
0.28475 0.91440 0.01662 
0.29297 0.91440 0.01545 
0.30120 0.91440 0.01426 
0.30942 0.91440 0.01305 
0.31763 0.91440 0.01181 
0.32585 0.91440 0.01056 
0.33406 0.91440 0.00928 
0.34227 0.91440 0.00798 
0.35047 0.91440 0.00666 
0.35867 0.91440 0.00533 
0.36687 0.91440 0.00397 
0.37506 0.91440 0.00260 
0.38326 0.91440 0.00121 
0.39144 0.91440 -0.00020 
0.39963 0.91440 -0.00162 
0.40781 0.91440 -0.00306 
0.41599 0.91440 -0.00452 
0.42417 0.91440 -0.00600 
0.43235 0.91440 -0.00749 
0.44052 0.91440 -0.00900 
0.44868 0.91440 -0.01052 
0.45685 0.91440 -0.01206 
0.46501 0.91440 -0.01362 
0.47317 0.91440 -0.01520 
0.48132 0.91440 -0.01679 
