#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Ice Shape DATA SUBMITTAL FORM for Test Case NACA0012_AE3932, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 4.0 deg
#                           Mach Number: 0.3151 [-]
#       Mean aerodynamic chord (M.A.C.): 0.5334 [m]
#                       Reynolds Number: 3.9795 million (based on MAC)
#                       Freestream Temp: 267.55 [K]
#                        Reference area: 0.97548 [m2]
#               Moment Reference Center: 0.13335, 0, 0 [m] (X, Y, Z)
#
#    ICING CONDITIONS:
#                           Icing Time: 420 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20 [μm]
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "insert the number of total ice layers"
                                              
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"
ZONE T="SLICE_Y_0p9144_BINS01_KS_0p5334mm_SINGLE_LAYER"
0.06696 0.91440 0.03144 
0.07080 0.91440 0.03167 
0.07465 0.91440 0.03187 
0.07849 0.91440 0.03203 
0.08234 0.91440 0.03217 
0.08618 0.91440 0.03228 
0.09003 0.91440 0.03235 
0.09374 0.91440 0.03241 
0.09763 0.91440 0.03244 
0.10172 0.91440 0.03244 
0.10601 0.91440 0.03242 
0.11052 0.91440 0.03237 
0.11525 0.91440 0.03228 
0.12022 0.91440 0.03217 
0.12544 0.91440 0.03201 
0.13091 0.91440 0.03181 
0.13666 0.91440 0.03156 
0.14269 0.91440 0.03127 
0.14903 0.91440 0.03092 
0.15567 0.91440 0.03051 
0.16265 0.91440 0.03004 
0.16997 0.91440 0.02950 
0.17766 0.91440 0.02889 
0.18572 0.91440 0.02820 
0.19400 0.91440 0.02745 
0.20227 0.91440 0.02665 
0.21054 0.91440 0.02580 
0.21880 0.91440 0.02492 
0.22706 0.91440 0.02400 
0.23531 0.91440 0.02304 
0.24356 0.91440 0.02204 
0.25180 0.91440 0.02102 
0.26005 0.91440 0.01996 
0.26828 0.91440 0.01888 
0.27652 0.91440 0.01776 
0.28475 0.91440 0.01662 
0.29297 0.91440 0.01545 
0.30120 0.91440 0.01426 
0.30942 0.91440 0.01305 
0.31763 0.91440 0.01181 
0.32585 0.91440 0.01056 
0.33406 0.91440 0.00928 
0.34227 0.91440 0.00798 
0.35047 0.91440 0.00666 
0.35867 0.91440 0.00533 
0.36687 0.91440 0.00397 
0.37506 0.91440 0.00260 
0.38326 0.91440 0.00121 
0.39144 0.91440 -0.00020 
0.39963 0.91440 -0.00162 
0.40781 0.91440 -0.00306 
0.41599 0.91440 -0.00452 
0.42417 0.91440 -0.00600 
0.43235 0.91440 -0.00749 
0.44052 0.91440 -0.00900 
0.44868 0.91440 -0.01052 
0.45685 0.91440 -0.01206 
0.46501 0.91440 -0.01362 
0.47317 0.91440 -0.01520 
0.48132 0.91440 -0.01679 
0.48947 0.91440 -0.01840 
0.49762 0.91440 -0.02003 
0.50577 0.91440 -0.02168 
0.51391 0.91440 -0.02335 
0.52131 0.91440 -0.02489 
0.52594 0.91440 -0.02586 
0.52883 0.91440 -0.02646 
0.53064 0.91440 -0.02685 
0.53177 0.91440 -0.02709 
0.53247 0.91440 -0.02724 
0.53246 0.91440 -0.02746 
0.53244 0.91440 -0.02768 
0.53243 0.91440 -0.02791 

ZONE T="SLICE_Y_0p9144_BINS03_KS_0p5334mm_SINGLE_LAYER"
0.53243 0.91440 -0.02791 
0.53241 0.91440 -0.02813 
0.53239 0.91440 -0.02835 
0.53238 0.91440 -0.02858 
0.53166 0.91440 -0.02863 
0.53051 0.91440 -0.02871 
0.52867 0.91440 -0.02883 
0.52572 0.91440 -0.02903 
0.52100 0.91440 -0.02935 
0.51345 0.91440 -0.02984 
0.50524 0.91440 -0.03035 
0.49702 0.91440 -0.03085 
0.48880 0.91440 -0.03133 
0.48058 0.91440 -0.03179 
0.47236 0.91440 -0.03223 
0.46413 0.91440 -0.03265 
0.45591 0.91440 -0.03305 
0.44769 0.91440 -0.03344 
0.43946 0.91440 -0.03381 
0.43124 0.91440 -0.03417 
0.42301 0.91440 -0.03450 
0.41478 0.91440 -0.03482 
0.40656 0.91440 -0.03513 
0.39833 0.91440 -0.03542 
0.39010 0.91440 -0.03569 
0.38187 0.91440 -0.03594 
0.37364 0.91440 -0.03618 
0.36541 0.91440 -0.03640 
0.35718 0.91440 -0.03660 
0.34895 0.91440 -0.03678 
0.34072 0.91440 -0.03695 
0.33249 0.91440 -0.03709 
0.32425 0.91440 -0.03722 
0.31602 0.91440 -0.03733 
0.30779 0.91440 -0.03741 
0.29956 0.91440 -0.03747 
0.29132 0.91440 -0.03751 
0.28309 0.91440 -0.03753 
0.27486 0.91440 -0.03752 
0.26662 0.91440 -0.03749 
0.25839 0.91440 -0.03742 
0.25016 0.91440 -0.03733 
0.24193 0.91440 -0.03721 
0.23369 0.91440 -0.03706 
0.22546 0.91440 -0.03687 
0.21723 0.91440 -0.03665 
0.20900 0.91440 -0.03639 
0.20078 0.91440 -0.03609 
0.19255 0.91440 -0.03576 
0.18433 0.91440 -0.03537 
0.17610 0.91440 -0.03494 
0.16820 0.91440 -0.03448 
0.16067 0.91440 -0.03400 
0.15350 0.91440 -0.03349 
0.14668 0.91440 -0.03297 
0.14019 0.91440 -0.03243 
0.13400 0.91440 -0.03188 
0.12812 0.91440 -0.03132 
0.12252 0.91440 -0.03075 
0.11719 0.91440 -0.03017 
0.11212 0.91440 -0.02959 
0.10729 0.91440 -0.02901 
0.10270 0.91440 -0.02842 
0.09832 0.91440 -0.02783 
0.09416 0.91440 -0.02725 
0.09015 0.91440 -0.02703 
0.08632 0.91440 -0.02687 
0.08248 0.91440 -0.02633 
0.07865 0.91440 -0.02577 
0.07482 0.91440 -0.02519 
0.07099 0.91440 -0.02458 
0.06716 0.91440 -0.02394 
0.06334 0.91440 -0.02328 
0.05952 0.91440 -0.02259 
0.05570 0.91440 -0.02186 
0.05185 0.91440 -0.02125 
0.04796 0.91440 -0.02076 
0.04406 0.91440 -0.02026 
0.04014 0.91440 -0.01975 
0.03619 0.91440 -0.01924 
0.03222 0.91440 -0.01872 
0.02821 0.91440 -0.01818 
0.02414 0.91440 -0.01763 
0.02008 0.91440 -0.01685 
0.01490 0.91440 -0.01833 
0.00948 0.91440 -0.01944 
0.00545 0.91440 -0.01712 
0.00174 0.91440 -0.01383 
-0.00182 0.91440 -0.00995 
-0.00453 0.91440 -0.00591 
-0.00666 0.91440 -0.00206 
-0.00928 0.91440 0.00144 
-0.01216 0.91440 0.00537 
-0.01409 0.91440 0.01031 
-0.01493 0.91440 0.01596 
-0.00955 0.91440 0.01920 
-0.00306 0.91440 0.01980 
0.00108 0.91440 0.02090 
0.00564 0.91440 0.02109 
0.01013 0.91440 0.02141 
0.01410 0.91440 0.02208 
0.01771 0.91440 0.02342 
0.02138 0.91440 0.02458 
0.02509 0.91440 0.02559 
0.02883 0.91440 0.02649 
0.03260 0.91440 0.02728 
0.03638 0.91440 0.02798 
0.04018 0.91440 0.02861 
0.04399 0.91440 0.02917 
0.04780 0.91440 0.02967 
0.05163 0.91440 0.03012 
0.05545 0.91440 0.03052 
0.05929 0.91440 0.03087 
0.06312 0.91440 0.03117 
0.06696 0.91440 0.03144 
0.07080 0.91440 0.03167 
0.07465 0.91440 0.03187 
0.07849 0.91440 0.03203 
0.08234 0.91440 0.03217 
0.08618 0.91440 0.03228 
0.09003 0.91440 0.03235 
0.09374 0.91440 0.03241 
0.09763 0.91440 0.03244 
0.10172 0.91440 0.03244 
0.10601 0.91440 0.03242 
0.11052 0.91440 0.03237 
0.11525 0.91440 0.03228 
0.12022 0.91440 0.03217 
0.12544 0.91440 0.03201 
0.13091 0.91440 0.03181 
0.13666 0.91440 0.03156 
0.14269 0.91440 0.03127 
0.14903 0.91440 0.03092 
0.15567 0.91440 0.03051 
0.16265 0.91440 0.03004 
0.16997 0.91440 0.02950 
0.17766 0.91440 0.02889 
0.18572 0.91440 0.02820 
0.19400 0.91440 0.02745 
0.20227 0.91440 0.02665 
0.21054 0.91440 0.02580 
0.21880 0.91440 0.02492 
0.22706 0.91440 0.02400 
0.23531 0.91440 0.02304 
0.24356 0.91440 0.02204 
0.25180 0.91440 0.02102 
0.26005 0.91440 0.01996 
0.26828 0.91440 0.01888 
0.27652 0.91440 0.01776 
0.28475 0.91440 0.01662 
0.29297 0.91440 0.01545 
0.30120 0.91440 0.01426 
0.30942 0.91440 0.01305 
0.31763 0.91440 0.01181 
0.32585 0.91440 0.01056 
0.33406 0.91440 0.00928 
0.34227 0.91440 0.00798 
0.35047 0.91440 0.00666 
0.35867 0.91440 0.00533 
0.36687 0.91440 0.00397 
0.37506 0.91440 0.00260 
0.38326 0.91440 0.00121 
0.39144 0.91440 -0.00020 
0.39963 0.91440 -0.00162 
0.40781 0.91440 -0.00306 
0.41599 0.91440 -0.00452 
0.42417 0.91440 -0.00600 
0.43235 0.91440 -0.00749 
0.44052 0.91440 -0.00900 
0.44868 0.91440 -0.01052 
0.45685 0.91440 -0.01206 
0.46501 0.91440 -0.01362 
0.47317 0.91440 -0.01520 
0.48132 0.91440 -0.01679 
0.48947 0.91440 -0.01840 
0.49762 0.91440 -0.02003 
0.50577 0.91440 -0.02168 
0.51391 0.91440 -0.02335 
0.52131 0.91440 -0.02489 
0.52594 0.91440 -0.02586 
0.52883 0.91440 -0.02646 
0.53064 0.91440 -0.02685 
0.53177 0.91440 -0.02709 
0.53247 0.91440 -0.02724 
0.53246 0.91440 -0.02746 
0.53244 0.91440 -0.02768 
0.53243 0.91440 -0.02791 

ZONE T="SLICE_Y_0p9144_BINS07_KS_0p5334mm_SINGLE_LAYER"
0.53243 0.91440 -0.02791 
0.53241 0.91440 -0.02813 
0.53239 0.91440 -0.02835 
0.53238 0.91440 -0.02858 
0.53166 0.91440 -0.02863 
0.53051 0.91440 -0.02871 
0.52867 0.91440 -0.02883 
0.52572 0.91440 -0.02903 
0.52100 0.91440 -0.02935 
0.51345 0.91440 -0.02984 
0.50524 0.91440 -0.03035 
0.49702 0.91440 -0.03085 
0.48880 0.91440 -0.03133 
0.48058 0.91440 -0.03179 
0.47236 0.91440 -0.03223 
0.46413 0.91440 -0.03265 
0.45591 0.91440 -0.03305 
0.44769 0.91440 -0.03344 
0.43946 0.91440 -0.03381 
0.43124 0.91440 -0.03417 
0.42301 0.91440 -0.03450 
0.41478 0.91440 -0.03482 
0.40656 0.91440 -0.03513 
0.39833 0.91440 -0.03542 
0.39010 0.91440 -0.03569 
0.38187 0.91440 -0.03594 
0.37364 0.91440 -0.03618 
0.36541 0.91440 -0.03640 
0.35718 0.91440 -0.03660 
0.34895 0.91440 -0.03678 
0.34072 0.91440 -0.03695 
0.33249 0.91440 -0.03709 
0.32425 0.91440 -0.03722 
0.31602 0.91440 -0.03733 
0.30779 0.91440 -0.03741 
0.29956 0.91440 -0.03747 
0.29132 0.91440 -0.03751 
0.28309 0.91440 -0.03753 
0.27486 0.91440 -0.03752 
0.26662 0.91440 -0.03749 
0.25839 0.91440 -0.03742 
0.25016 0.91440 -0.03733 
0.24193 0.91440 -0.03721 
0.23369 0.91440 -0.03706 
0.22546 0.91440 -0.03687 
0.21723 0.91440 -0.03665 
0.20900 0.91440 -0.03639 
0.20078 0.91440 -0.03609 
0.19255 0.91440 -0.03576 
0.18433 0.91440 -0.03537 
0.17610 0.91440 -0.03494 
0.16820 0.91440 -0.03448 
0.16067 0.91440 -0.03400 
0.15350 0.91440 -0.03349 
0.14668 0.91440 -0.03297 
0.14019 0.91440 -0.03243 
0.13400 0.91440 -0.03188 
0.12812 0.91440 -0.03132 
0.12252 0.91440 -0.03075 
0.11719 0.91440 -0.03017 
0.11212 0.91440 -0.02959 
0.10729 0.91440 -0.02901 
0.10270 0.91440 -0.02842 
0.09832 0.91440 -0.02783 
0.09412 0.91440 -0.02759 
0.09010 0.91440 -0.02741 
0.08631 0.91440 -0.02694 
0.08246 0.91440 -0.02647 
0.07861 0.91440 -0.02598 
0.07477 0.91440 -0.02547 
0.07092 0.91440 -0.02494 
0.06707 0.91440 -0.02439 
0.06323 0.91440 -0.02382 
0.05938 0.91440 -0.02322 
0.05553 0.91440 -0.02260 
0.05168 0.91440 -0.02196 
0.04781 0.91440 -0.02134 
0.04392 0.91440 -0.02077 
0.04002 0.91440 -0.02017 
0.03610 0.91440 -0.01955 
0.03216 0.91440 -0.01891 
0.02818 0.91440 -0.01825 
0.02417 0.91440 -0.01756 
0.02019 0.91440 -0.01657 
0.01525 0.91440 -0.01754 
0.00970 0.91440 -0.01900 
0.00525 0.91440 -0.01747 
0.00154 0.91440 -0.01413 
-0.00202 0.91440 -0.01019 
-0.00474 0.91440 -0.00610 
-0.00687 0.91440 -0.00219 
-0.00952 0.91440 0.00134 
-0.01244 0.91440 0.00533 
-0.01449 0.91440 0.01033 
-0.01503 0.91440 0.01599 
-0.00916 0.91440 0.01898 
-0.00288 0.91440 0.01965 
0.00069 0.91440 0.02135 
0.00517 0.91440 0.02182 
0.00993 0.91440 0.02182 
0.01410 0.91440 0.02208 
0.01771 0.91440 0.02342 
0.02138 0.91440 0.02458 
0.02509 0.91440 0.02559 
0.02883 0.91440 0.02649 
0.03260 0.91440 0.02728 
0.03638 0.91440 0.02798 
0.04018 0.91440 0.02861 
0.04399 0.91440 0.02917 
0.04780 0.91440 0.02967 
0.05163 0.91440 0.03012 
0.05545 0.91440 0.03052 
0.05929 0.91440 0.03087 
0.06312 0.91440 0.03117 
0.06696 0.91440 0.03144 
0.07080 0.91440 0.03167 
0.07465 0.91440 0.03187 
0.07849 0.91440 0.03203 
0.08234 0.91440 0.03217 
0.08618 0.91440 0.03228 
0.09003 0.91440 0.03235 
0.09374 0.91440 0.03241 
0.09763 0.91440 0.03244 
0.10172 0.91440 0.03244 
0.10601 0.91440 0.03242 
0.11052 0.91440 0.03237 
0.11525 0.91440 0.03228 
0.12022 0.91440 0.03217 
0.12544 0.91440 0.03201 
0.13091 0.91440 0.03181 
0.13666 0.91440 0.03156 
0.14269 0.91440 0.03127 
0.14903 0.91440 0.03092 
0.15567 0.91440 0.03051 
0.16265 0.91440 0.03004 
0.16997 0.91440 0.02950 
0.17766 0.91440 0.02889 
0.18572 0.91440 0.02820 
0.19400 0.91440 0.02745 
0.20227 0.91440 0.02665 
0.21054 0.91440 0.02580 
0.21880 0.91440 0.02492 
0.22706 0.91440 0.02400 
0.23531 0.91440 0.02304 
0.24356 0.91440 0.02204 
0.25180 0.91440 0.02102 
0.26005 0.91440 0.01996 
0.26828 0.91440 0.01888 
0.27652 0.91440 0.01776 
0.28475 0.91440 0.01662 
0.29297 0.91440 0.01545 
0.30120 0.91440 0.01426 
0.30942 0.91440 0.01305 
0.31763 0.91440 0.01181 
0.32585 0.91440 0.01056 
0.33406 0.91440 0.00928 
0.34227 0.91440 0.00798 
0.35047 0.91440 0.00666 
0.35867 0.91440 0.00533 
0.36687 0.91440 0.00397 
0.37506 0.91440 0.00260 
0.38326 0.91440 0.00121 
0.39144 0.91440 -0.00020 
0.39963 0.91440 -0.00162 
0.40781 0.91440 -0.00306 
0.41599 0.91440 -0.00452 
0.42417 0.91440 -0.00600 
0.43235 0.91440 -0.00749 
0.44052 0.91440 -0.00900 
0.44868 0.91440 -0.01052 
0.45685 0.91440 -0.01206 
0.46501 0.91440 -0.01362 
0.47317 0.91440 -0.01520 
0.48132 0.91440 -0.01679 
0.48947 0.91440 -0.01840 
0.49762 0.91440 -0.02003 
0.50577 0.91440 -0.02168 
0.51391 0.91440 -0.02335 
0.52131 0.91440 -0.02489 
0.52594 0.91440 -0.02586 
0.52883 0.91440 -0.02646 
0.53064 0.91440 -0.02685 
0.53177 0.91440 -0.02709 
0.53247 0.91440 -0.02724 
0.53246 0.91440 -0.02746 
0.53244 0.91440 -0.02768 
0.53243 0.91440 -0.02791 

ZONE T="SLICE_Y_0p9144_BINS15_KS_0p5334mm_SINGLE_LAYER"
0.53243 0.91440 -0.02791 
0.53241 0.91440 -0.02813 
0.53239 0.91440 -0.02835 
0.53238 0.91440 -0.02858 
0.53166 0.91440 -0.02863 
0.53051 0.91440 -0.02871 
0.52867 0.91440 -0.02883 
0.52572 0.91440 -0.02903 
0.52100 0.91440 -0.02935 
0.51345 0.91440 -0.02984 
0.50524 0.91440 -0.03035 
0.49702 0.91440 -0.03085 
0.48880 0.91440 -0.03133 
0.48058 0.91440 -0.03179 
0.47236 0.91440 -0.03223 
0.46413 0.91440 -0.03265 
0.45591 0.91440 -0.03305 
0.44769 0.91440 -0.03344 
0.43946 0.91440 -0.03381 
0.43124 0.91440 -0.03417 
0.42301 0.91440 -0.03450 
0.41478 0.91440 -0.03482 
0.40656 0.91440 -0.03513 
0.39833 0.91440 -0.03542 
0.39010 0.91440 -0.03569 
0.38187 0.91440 -0.03594 
0.37364 0.91440 -0.03618 
0.36541 0.91440 -0.03640 
0.35718 0.91440 -0.03660 
0.34895 0.91440 -0.03678 
0.34072 0.91440 -0.03695 
0.33249 0.91440 -0.03709 
0.32425 0.91440 -0.03722 
0.31602 0.91440 -0.03733 
0.30779 0.91440 -0.03741 
0.29956 0.91440 -0.03747 
0.29132 0.91440 -0.03751 
0.28309 0.91440 -0.03753 
0.27486 0.91440 -0.03752 
0.26662 0.91440 -0.03749 
0.25839 0.91440 -0.03742 
0.25016 0.91440 -0.03733 
0.24193 0.91440 -0.03721 
0.23369 0.91440 -0.03706 
0.22546 0.91440 -0.03687 
0.21723 0.91440 -0.03665 
0.20900 0.91440 -0.03639 
0.20078 0.91440 -0.03609 
0.19255 0.91440 -0.03576 
0.18433 0.91440 -0.03537 
0.17610 0.91440 -0.03494 
0.16820 0.91440 -0.03448 
0.16067 0.91440 -0.03400 
0.15350 0.91440 -0.03349 
0.14668 0.91440 -0.03297 
0.14019 0.91440 -0.03243 
0.13400 0.91440 -0.03188 
0.12812 0.91440 -0.03132 
0.12252 0.91440 -0.03075 
0.11719 0.91440 -0.03017 
0.11212 0.91440 -0.02959 
0.10729 0.91440 -0.02901 
0.10270 0.91440 -0.02842 
0.09832 0.91440 -0.02783 
0.09411 0.91440 -0.02762 
0.09009 0.91440 -0.02747 
0.08630 0.91440 -0.02699 
0.08246 0.91440 -0.02649 
0.07861 0.91440 -0.02599 
0.07477 0.91440 -0.02546 
0.07092 0.91440 -0.02492 
0.06708 0.91440 -0.02436 
0.06323 0.91440 -0.02380 
0.05938 0.91440 -0.02322 
0.05552 0.91440 -0.02263 
0.05167 0.91440 -0.02201 
0.04780 0.91440 -0.02139 
0.04392 0.91440 -0.02078 
0.04002 0.91440 -0.02015 
0.03612 0.91440 -0.01950 
0.03218 0.91440 -0.01883 
0.02821 0.91440 -0.01818 
0.02417 0.91440 -0.01756 
0.02015 0.91440 -0.01667 
0.01527 0.91440 -0.01749 
0.00977 0.91440 -0.01887 
0.00526 0.91440 -0.01746 
0.00154 0.91440 -0.01412 
-0.00202 0.91440 -0.01019 
-0.00473 0.91440 -0.00609 
-0.00687 0.91440 -0.00219 
-0.00952 0.91440 0.00134 
-0.01244 0.91440 0.00533 
-0.01450 0.91440 0.01033 
-0.01497 0.91440 0.01597 
-0.00912 0.91440 0.01896 
-0.00288 0.91440 0.01965 
0.00070 0.91440 0.02134 
0.00517 0.91440 0.02183 
0.00994 0.91440 0.02180 
0.01410 0.91440 0.02208 
0.01771 0.91440 0.02342 
0.02138 0.91440 0.02458 
0.02509 0.91440 0.02559 
0.02883 0.91440 0.02649 
0.03260 0.91440 0.02728 
0.03638 0.91440 0.02798 
0.04018 0.91440 0.02861 
0.04399 0.91440 0.02917 
0.04780 0.91440 0.02967 
0.05163 0.91440 0.03012 
0.05545 0.91440 0.03052 
0.05929 0.91440 0.03087 
0.06312 0.91440 0.03117 
0.06696 0.91440 0.03144 
0.07080 0.91440 0.03167 
0.07465 0.91440 0.03187 
0.07849 0.91440 0.03203 
0.08234 0.91440 0.03217 
0.08618 0.91440 0.03228 
0.09003 0.91440 0.03235 
0.09374 0.91440 0.03241 
0.09763 0.91440 0.03244 
0.10172 0.91440 0.03244 
0.10601 0.91440 0.03242 
0.11052 0.91440 0.03237 
0.11525 0.91440 0.03228 
0.12022 0.91440 0.03217 
0.12544 0.91440 0.03201 
0.13091 0.91440 0.03181 
0.13666 0.91440 0.03156 
0.14269 0.91440 0.03127 
0.14903 0.91440 0.03092 
0.15567 0.91440 0.03051 
0.16265 0.91440 0.03004 
0.16997 0.91440 0.02950 
0.17766 0.91440 0.02889 
0.18572 0.91440 0.02820 
0.19400 0.91440 0.02745 
0.20227 0.91440 0.02665 
0.21054 0.91440 0.02580 
0.21880 0.91440 0.02492 
0.22706 0.91440 0.02400 
0.23531 0.91440 0.02304 
0.24356 0.91440 0.02204 
0.25180 0.91440 0.02102 
0.26005 0.91440 0.01996 
0.26828 0.91440 0.01888 
0.27652 0.91440 0.01776 
0.28475 0.91440 0.01662 
0.29297 0.91440 0.01545 
0.30120 0.91440 0.01426 
0.30942 0.91440 0.01305 
0.31763 0.91440 0.01181 
0.32585 0.91440 0.01056 
0.33406 0.91440 0.00928 
0.34227 0.91440 0.00798 
0.35047 0.91440 0.00666 
0.35867 0.91440 0.00533 
0.36687 0.91440 0.00397 
0.37506 0.91440 0.00260 
0.38326 0.91440 0.00121 
0.39144 0.91440 -0.00020 
0.39963 0.91440 -0.00162 
0.40781 0.91440 -0.00306 
0.41599 0.91440 -0.00452 
0.42417 0.91440 -0.00600 
0.43235 0.91440 -0.00749 
0.44052 0.91440 -0.00900 
0.44868 0.91440 -0.01052 
0.45685 0.91440 -0.01206 
0.46501 0.91440 -0.01362 
0.47317 0.91440 -0.01520 
0.48132 0.91440 -0.01679 
0.48947 0.91440 -0.01840 
